plan_type,billing_cycle,industry,region,monthly_fee,num_seats,tenure_months,support_tickets_last_90d,days_since_last_login,feature_adoption_score,nps_score,late_payments_last_12m,churn
starter,monthly,retail,north_america,1838.94,337,9,4,30,0.6160652880994214,58.55102254737233,0,0
starter,monthly,fintech,north_america,194.77,31,44,3,35,0.8142483748166086,46.59803524255279,3,1
starter,monthly,fintech,europe,365.96,92,14,4,19,0.7239922858503477,27.596641418380166,2,0
starter,annual,fintech,north_america,747.01,318,72,5,33,0.6629182701053626,43.7177264310253,2,0
growth,monthly,retail,north_america,1325.47,444,65,4,24,0.787507204527011,43.54066901363357,2,0
growth,monthly,healthcare,north_america,2061.12,408,5,2,36,0.41155951724505585,7.010840063449831,0,1
starter,monthly,edtech,latam,1174.22,284,45,3,36,0.9043948092652554,13.74433927290281,1,1
growth,annual,logistics,north_america,537.74,51,18,2,37,0.06829343993971017,28.135284349228787,1,1
starter,monthly,fintech,europe,980.93,434,49,2,8,0.8769984713624867,-18.400397449738847,2,0
starter,monthly,healthcare,latam,377.9,145,46,1,32,0.4685738238376122,19.775826501406094,1,0
growth,annual,fintech,europe,420.56,22,81,2,9,0.688432251346543,8.983706787488455,5,0
enterprise,monthly,healthcare,latam,3038.4,346,15,5,21,0.8807234170740943,32.113614877199225,0,1
starter,monthly,healthcare,europe,353.56,80,42,3,40,0.7209700231172657,0.972272490644702,0,0
starter,annual,edtech,latam,799.77,137,81,6,5,0.6870353541551278,38.30557772589885,0,0
growth,monthly,healthcare,latam,1986.92,305,10,2,33,0.7759389710472947,33.3407067566319,1,1
growth,monthly,retail,latam,1192.83,434,22,2,13,0.3536108657904738,25.5558301703495,1,0
starter,monthly,edtech,latam,2219.71,408,60,1,11,0.38060964785219553,39.260658177165276,1,0
starter,monthly,logistics,north_america,432.32,76,9,2,2,0.6688443064150511,42.21638271608887,1,1
growth,annual,healthcare,latam,501.32,81,18,2,32,0.5844305968655958,22.29021466726732,1,1
starter,annual,healthcare,north_america,1704.67,364,80,2,37,0.5636942182594581,28.84970282790163,1,1
starter,monthly,logistics,latam,599.12,144,49,3,20,0.8428760130679493,11.712039164990788,1,1
starter,monthly,healthcare,north_america,175.18,37,5,3,8,0.8272665817858099,11.432113809560214,1,1
starter,annual,edtech,north_america,748.89,265,71,2,27,0.4542676782756637,65.93301199742382,0,0
growth,annual,edtech,north_america,1631.72,296,44,3,43,0.6996356194793365,23.14552054670451,3,1
enterprise,monthly,retail,north_america,2446.7,449,40,2,35,0.33842219262479417,27.718571888117992,1,1
growth,annual,healthcare,north_america,1516.73,220,83,2,34,0.33409261713552857,26.14700325431866,2,0
growth,monthly,fintech,north_america,2070.12,360,27,1,2,0.4592874737797534,36.916456805117015,1,1
enterprise,annual,retail,latam,2095.54,241,32,2,40,0.6104651822831769,14.94477285848792,0,0
starter,monthly,retail,north_america,1760.3,415,48,4,27,0.5024495677485815,17.25315362384665,1,1
starter,monthly,edtech,europe,1237.68,220,21,1,29,0.7012186659122487,50.48800771636037,2,0
enterprise,annual,edtech,europe,2045.8,304,11,3,15,0.6172401204276843,-7.695588678594538,5,1
starter,annual,logistics,north_america,2149.77,433,12,1,39,0.8205360232360615,32.48590251590667,1,1
growth,monthly,logistics,north_america,1650.58,395,26,5,23,0.7182149284272592,8.297804024893026,1,1
growth,monthly,edtech,north_america,1256.33,182,7,2,11,0.43306456057755843,-20.21660557874917,0,0
starter,annual,fintech,north_america,502.23,229,42,1,16,0.7821124223737034,26.0515163483966,1,1
growth,monthly,retail,latam,1516.24,267,83,2,9,0.4648483048343753,0.293264434611503,3,0
starter,monthly,retail,latam,373.57,58,22,3,42,0.6940645556205547,-4.000204851882703,0,0
starter,annual,retail,latam,521.99,107,4,2,36,0.5313880696309008,90.298961899357,1,1
growth,monthly,healthcare,north_america,1204.7,320,4,4,26,0.8583344773108188,41.00998872168803,2,1
starter,monthly,retail,latam,172.22,35,14,4,34,0.7516133395440816,41.59890352114944,0,1
growth,monthly,healthcare,north_america,1556.67,271,49,1,38,0.49532831882263767,26.72192997886202,1,1
enterprise,annual,healthcare,europe,1640.74,219,40,0,15,0.5505174855819762,-0.659478712471234,0,0
growth,monthly,logistics,europe,1417.13,219,34,1,11,1.0,24.028056830852197,0,0
starter,annual,retail,north_america,1434.21,381,63,1,41,0.39302867307313355,19.474818119571523,2,0
starter,annual,retail,europe,477.53,125,33,1,16,0.49041580141725394,-18.182569872198933,3,0
starter,annual,retail,europe,970.02,356,52,2,1,0.4992171026023218,70.99106917706443,0,0
starter,monthly,retail,latam,651.64,353,83,5,35,0.41139213835579297,25.853957244565862,3,0
enterprise,monthly,healthcare,north_america,3484.02,446,15,2,10,0.43030635087824276,8.012891924621611,0,0
starter,monthly,retail,europe,1544.58,369,10,1,10,0.6004402475565004,30.955748294861078,1,0
starter,monthly,healthcare,north_america,1084.52,229,19,4,31,0.7057759361727962,-5.087011250515207,1,0
growth,annual,edtech,north_america,1239.14,165,13,1,44,0.33323389778334384,5.491363193951098,3,1
starter,annual,fintech,latam,934.91,352,69,6,4,0.5297408203195118,64.87517493158325,4,0
starter,monthly,logistics,north_america,829.11,417,73,4,29,0.47528230913068076,15.526554807916817,0,1
starter,monthly,edtech,north_america,539.18,128,47,2,14,0.40931268160185885,27.564269843815893,0,0
growth,annual,retail,europe,883.95,168,11,2,40,0.7992416889602585,30.48404738797583,2,1
growth,monthly,healthcare,north_america,743.87,225,71,1,40,0.48229738649401727,23.82194453452962,0,1
starter,annual,retail,latam,271.85,51,77,2,4,0.37341928308166167,15.071848909672115,2,0
enterprise,monthly,edtech,latam,1724.17,143,34,1,2,0.7784268694035811,82.45833473012215,2,0
enterprise,annual,edtech,north_america,1351.47,77,56,2,18,0.8452233142259784,10.215526080909921,2,0
growth,annual,edtech,latam,1838.78,348,51,2,2,0.662778076728083,6.546497184623276,4,1
starter,monthly,logistics,latam,744.77,224,44,0,15,0.4506471283882897,39.775294801012635,2,0
starter,monthly,retail,latam,1121.01,272,30,4,7,0.5700206058398084,-2.8376445285218495,1,0
enterprise,annual,edtech,latam,1353.84,38,24,4,43,0.5020934711372604,52.50945351188899,1,0
starter,monthly,retail,europe,858.6,259,23,2,31,0.611109567842533,23.17401754676696,2,1
growth,monthly,edtech,europe,1788.19,324,30,3,6,0.74886381865172,31.096673753575192,1,0
growth,monthly,retail,north_america,1630.68,311,64,1,27,0.6154590112610716,35.092639017080366,1,1
starter,monthly,edtech,north_america,718.47,358,69,5,33,0.619365049437242,19.850781220095282,0,1
growth,annual,fintech,latam,456.94,53,10,5,36,0.5276447997942482,49.97662154720167,3,1
enterprise,monthly,healthcare,europe,1616.48,248,5,4,28,0.7396757220678257,43.59401207805762,0,1
growth,monthly,healthcare,europe,1434.38,218,40,2,26,0.6862914927108827,40.394654187927,1,0
starter,annual,logistics,north_america,1263.52,402,64,5,38,0.28912594043759826,-8.343349810253573,0,1
enterprise,monthly,retail,europe,2326.78,311,47,1,11,0.2993326550719606,19.63234962082585,2,1
growth,monthly,retail,north_america,1899.09,429,69,5,43,0.5603038652073261,25.32891948306649,1,0
growth,annual,retail,north_america,396.49,14,60,1,9,0.7947210381365439,69.70441542849252,0,0
growth,annual,retail,latam,978.01,203,59,0,36,0.8299966149400407,-5.936337514795619,0,1
growth,monthly,logistics,north_america,1262.47,317,45,4,43,0.7573307801601795,12.683572420834382,1,1
starter,annual,logistics,latam,205.54,42,5,8,11,0.5928798244488809,53.95802770567969,1,0
starter,monthly,logistics,north_america,818.12,294,15,3,29,0.8836823516487226,5.4694335813228205,1,1
starter,monthly,logistics,europe,531.87,106,62,3,37,0.48995082801356143,12.215690786477552,0,0
growth,annual,healthcare,europe,504.17,36,26,2,13,0.5586159682439151,68.17540035407649,2,0
growth,annual,healthcare,north_america,1081.41,296,61,3,23,0.3642319418220931,36.77863616966665,2,1
growth,monthly,retail,latam,744.07,193,29,4,36,0.5578394068346898,48.591059777953646,1,1
starter,monthly,edtech,latam,943.14,184,2,6,29,0.4648901950413258,45.34091899869564,1,0
growth,monthly,healthcare,north_america,614.7,148,57,3,36,0.8968167482763321,30.8100231219978,2,0
enterprise,monthly,edtech,europe,2345.35,309,75,3,12,0.8613801049378376,30.194979137184585,1,1
starter,annual,healthcare,latam,1059.57,279,38,0,22,0.6313903410080507,49.279730850448246,0,0
growth,annual,healthcare,north_america,1638.92,301,11,3,36,0.7040502160105249,7.672465234462534,3,1
growth,monthly,healthcare,europe,2012.15,355,35,1,10,0.5112431364144701,69.61644056515775,0,0
growth,monthly,logistics,north_america,1765.37,273,80,7,20,0.16340276483361177,15.18245055918528,1,0
starter,monthly,edtech,north_america,192.43,36,27,3,23,0.48275638620368466,52.554175999794616,1,0
growth,monthly,retail,north_america,469.73,73,6,2,36,0.7546332941330368,40.14169593525205,0,1
enterprise,annual,edtech,europe,2884.69,446,64,2,33,0.698868249408496,14.863399596567309,1,0
growth,monthly,edtech,europe,743.16,130,20,4,19,0.5494272107143521,39.605781954339996,0,1
enterprise,monthly,retail,north_america,1835.61,194,4,3,42,0.7531104539706478,31.059432766090886,1,1
enterprise,annual,edtech,north_america,2031.58,171,58,1,27,0.5352511210928372,-14.373822945308856,1,0
starter,annual,healthcare,north_america,1409.09,445,29,3,27,0.4145098300164451,25.918217249513575,2,1
growth,monthly,retail,latam,1705.87,371,12,3,4,0.753126548583702,-1.969325246824603,0,0
growth,monthly,fintech,north_america,796.31,219,5,3,10,0.5098721039892298,40.17971647521019,1,1
enterprise,monthly,retail,north_america,2633.83,307,16,3,4,0.8047901732895133,24.603342367134378,1,1
starter,monthly,retail,north_america,960.4,249,13,0,0,0.2604201377414006,49.05834884126999,2,1
starter,monthly,fintech,latam,915.02,291,1,1,42,0.5174821728941472,11.27747253335382,2,1
enterprise,monthly,retail,latam,2593.66,429,31,7,12,0.7274917652950155,-3.101397737866453,2,1
starter,monthly,edtech,latam,844.25,303,69,6,32,0.7088956954594847,2.1711491054515353,3,1
growth,monthly,retail,north_america,547.74,53,33,3,23,0.5801944417634184,76.48259019949188,1,1
starter,annual,fintech,latam,644.29,227,4,0,7,0.6717179029533645,100.0,2,1
enterprise,monthly,fintech,latam,2282.84,369,74,4,36,0.6452286361342398,76.03186489762999,1,0
enterprise,annual,retail,latam,1236.93,20,53,4,26,0.35197340721998344,-8.962991829357735,1,0
starter,annual,logistics,north_america,536.54,162,81,0,33,0.5545481829651998,-5.046503240574612,1,0
growth,annual,logistics,north_america,627.46,92,49,3,35,0.660930374440389,2.43736597848722,1,0
starter,annual,healthcare,latam,1598.12,325,40,5,36,0.7111192765323627,46.57952772939434,1,1
growth,annual,edtech,north_america,615.12,65,43,4,26,0.6082780586512047,78.58877238035913,2,1
growth,annual,retail,latam,903.21,281,1,4,7,0.5206470667918305,49.71509852633261,0,0
growth,monthly,logistics,north_america,470.15,31,32,3,20,0.37979051541704567,32.559075459117466,2,1
starter,monthly,fintech,north_america,1459.53,416,37,1,33,0.7555005206807576,5.812707665128574,3,1
starter,monthly,retail,latam,557.61,145,25,7,37,0.7357125922877978,21.14424569969102,1,1
growth,monthly,retail,north_america,703.52,185,70,2,23,0.7977020925053673,30.127282039693682,0,0
growth,monthly,healthcare,north_america,1711.67,355,80,4,2,0.425893262718947,49.18407702426069,1,0
growth,monthly,fintech,europe,727.16,172,40,3,44,0.6419621841675262,16.022501303003633,0,0
starter,monthly,fintech,north_america,240.3,54,66,2,28,0.4953920721018396,37.62852174323904,1,1
starter,monthly,retail,europe,2043.67,407,19,2,25,0.6283608043612029,34.60205079816397,1,0
enterprise,monthly,edtech,north_america,1289.93,52,77,6,21,1.0,30.408135221364724,0,1
starter,annual,edtech,europe,1138.18,225,59,3,19,0.7826563024086571,18.50906794835823,3,0
starter,monthly,healthcare,europe,276.41,58,61,4,29,0.4839852365414775,30.903062234532033,1,1
enterprise,annual,logistics,north_america,2028.4,314,50,4,28,0.5745268756336734,25.698523226204127,1,1
starter,monthly,retail,latam,531.68,123,69,5,13,0.5548253109386717,9.235771993157078,3,1
growth,annual,logistics,latam,1422.79,419,45,1,17,0.642303473518201,49.228440658343196,1,0
starter,annual,fintech,latam,552.12,93,81,3,7,0.3456895117771486,65.79217488349937,1,0
enterprise,monthly,logistics,north_america,1707.1,302,55,3,14,0.6782663779886614,32.082657040172386,0,0
growth,annual,logistics,europe,386.65,9,38,4,43,0.23882971765615346,26.896074912876664,1,1
enterprise,monthly,logistics,latam,1450.32,53,18,4,11,0.3189131002279714,46.21030523560063,3,0
starter,monthly,edtech,europe,396.17,126,76,4,38,0.9803014287946671,32.446937957154056,1,1
growth,annual,retail,europe,2173.45,398,5,2,19,0.5550630289431407,55.36831925503171,0,0
growth,monthly,edtech,europe,1829.3,448,4,2,40,0.8767242355334307,30.55227525412941,5,1
starter,monthly,retail,latam,1610.33,277,3,8,25,0.4741706100413133,42.06794312725724,1,1
starter,monthly,retail,latam,559.11,153,9,2,34,0.24172876779403824,69.6034877302901,0,1
starter,monthly,logistics,europe,494.87,142,21,1,17,0.4308775431214845,58.42461773845194,0,0
enterprise,monthly,healthcare,latam,1691.97,97,41,3,2,1.0,24.236030593095915,0,0
growth,monthly,retail,north_america,990.48,155,23,2,16,0.3660772799446371,53.95399721689517,1,0
growth,monthly,logistics,latam,1376.6,224,38,2,28,0.9397675529277079,2.372611269896911,0,0
growth,monthly,healthcare,north_america,1326.46,309,38,5,10,0.6821384980708496,23.177179366918885,0,0
growth,monthly,fintech,europe,713.26,105,37,1,17,0.6415703228378582,48.00569952173451,3,0
growth,monthly,healthcare,latam,452.15,19,5,3,1,0.4852525257203664,64.71484733339258,1,0
starter,annual,edtech,latam,1025.26,253,45,1,15,0.45778170781898214,9.965650287144864,2,0
growth,monthly,logistics,north_america,847.01,111,25,0,4,0.7215370136390749,27.3444075965112,0,1
starter,monthly,fintech,latam,1085.04,182,45,2,11,0.8574696274412864,28.07299786427262,0,1
enterprise,annual,edtech,north_america,2614.38,321,6,2,17,0.6553323459682763,25.787370882095107,0,0
growth,annual,retail,latam,2105.54,403,73,3,8,0.7531223514672053,-1.1884995391986983,1,0
starter,monthly,edtech,latam,571.96,241,60,4,3,0.5433938359657048,40.01755464423112,0,0
growth,monthly,edtech,latam,1327.69,417,29,3,6,1.0,-2.614585359974928,2,1
starter,annual,logistics,north_america,668.24,123,30,2,29,0.6629456067199672,55.3068741335868,0,0
enterprise,annual,healthcare,latam,2943.34,321,27,4,5,0.9859761313970277,60.395160009706984,0,0
enterprise,monthly,healthcare,latam,2623.41,440,83,3,1,0.44626354261517803,12.675963224340837,0,0
enterprise,monthly,retail,europe,1650.05,99,59,2,32,0.6118980741421156,-2.458201744776064,0,0
starter,monthly,retail,europe,613.29,333,39,5,20,0.8128691729551744,27.227237868829015,2,0
starter,monthly,retail,europe,526.25,214,54,1,41,0.6455625541760879,15.521805433083433,0,1
starter,annual,fintech,north_america,817.66,396,6,2,17,0.7131926377329552,22.967654815708208,0,0
starter,annual,fintech,north_america,366.48,139,69,3,17,0.443999813415562,30.19749200532658,0,0
starter,monthly,logistics,europe,846.72,432,50,3,2,0.547011167822626,5.673882481887534,2,0
starter,annual,fintech,europe,673.07,359,26,1,4,0.4624419277906981,67.81724863325991,0,0
enterprise,annual,retail,north_america,2530.08,318,58,2,37,0.6046051059421741,12.611799575989949,0,1
starter,monthly,edtech,latam,151.15,16,1,6,9,0.5860879782439664,50.45014937700114,0,0
starter,annual,fintech,north_america,242.08,39,41,7,3,0.5247726342805695,6.643386357085245,2,0
growth,monthly,healthcare,north_america,1205.04,299,79,2,33,0.7338223489189315,29.472707811578903,0,0
growth,monthly,retail,europe,1022.61,217,64,1,44,0.4282688890530342,38.80743085417747,2,0
growth,monthly,retail,europe,663.43,147,4,5,15,0.23314545037583337,31.255256224102496,2,0
growth,monthly,healthcare,europe,1891.18,379,49,2,17,0.5171170089859904,21.905561511453236,2,0
enterprise,annual,edtech,north_america,1643.32,218,57,4,29,1.0,16.168035939487698,2,0
growth,monthly,healthcare,latam,1394.14,208,44,5,4,0.7117816548403028,18.23698196713427,1,0
growth,monthly,fintech,europe,735.59,147,27,2,9,0.4676765526947568,11.79608989785864,0,0
growth,monthly,fintech,latam,1470.96,441,57,2,39,0.7001063762186635,35.992714316339615,2,0
starter,monthly,healthcare,north_america,478.8,166,36,4,34,0.5958534090078813,71.95014652162962,1,1
starter,monthly,retail,latam,328.62,119,79,4,6,0.6897727490109599,36.6230663270511,0,0
growth,annual,logistics,north_america,1110.08,304,70,3,29,0.7785320055906001,42.298896856305156,2,1
starter,monthly,fintech,latam,197.83,18,76,3,43,0.6548324200117541,53.97417648037809,2,1
growth,monthly,retail,europe,778.5,269,35,3,10,0.6416986339825924,17.175278343715167,3,0
starter,monthly,retail,north_america,984.38,255,57,5,9,0.887570311732524,-15.30415142453004,0,0
starter,monthly,edtech,north_america,425.78,112,12,3,41,0.7171401226800622,28.070460795249932,3,1
starter,annual,edtech,latam,1695.13,346,63,3,43,0.6550709163860405,48.51911141444464,4,1
growth,monthly,fintech,latam,436.15,22,63,6,23,0.6275985234771914,76.24722659841409,3,1
starter,monthly,edtech,north_america,813.27,441,65,2,21,0.5181382821405457,4.474832602382635,0,0
growth,annual,healthcare,north_america,1050.14,385,2,1,9,0.3958034447842194,54.394912938937125,1,1
enterprise,annual,edtech,latam,1534.7,81,38,4,2,0.7406718668096024,34.264431488262595,2,0
starter,annual,healthcare,north_america,1049.08,223,23,2,25,0.8497857559722776,18.66823673791557,0,0
growth,monthly,edtech,latam,717.55,91,76,4,6,0.6970101200584258,2.896328144569063,0,0
starter,monthly,edtech,latam,1248.74,279,45,3,18,0.7218680995887166,13.986435186929853,0,1
starter,annual,edtech,north_america,873.69,160,51,0,42,0.4603227745794664,41.75869557196519,0,1
growth,monthly,fintech,latam,1018.76,221,37,3,41,0.5126849683687974,57.34638821434135,3,1
enterprise,annual,edtech,latam,2392.95,430,10,1,20,0.38927281379609696,-37.38176559554563,1,0
starter,monthly,edtech,latam,1433.45,279,52,1,13,0.5750865820783754,40.29934314994067,1,0
